 - 774
managed - 7
management - 2
mane - 1
mangers - 1
manhood - 2
manifest - 2
manifested - 1
mankind - 16
manned - 1
manner - 21
manners - 1
mans - 28
manservant - 2
mansion - 1
mantius - 2
mantle - 7
mantles - 1
manure - 2
many - 135
map - 7
marathon - 2
marauders - 1
marble - 1
march - 1
mares - 4
marettimo - 3
marginal - 2
marine - 1
mariners - 3
mark - 8
marked - 6
market - 1
maron - 1
marriage - 19
married - 20
marries - 3
marrow - 2
marry - 31
marrying - 2
mars - 16
marvel - 1
marvelled - 7
marvellous - 2
marvellously - 1
mash - 2
mass - 1
massacre - 1
massive - 1
mast - 23
master - 38
masters - 16
mastiffs - 1
mastor - 1
masts - 5
match - 2
matrimony - 1
matter - 76
matters - 5
may - 259
maythat - 1
me - 913
mea - 1
mead - 1
meadow - 5
meadowed - 2
meadows - 2
meadowsweet - 1
meal - 20
mealabout - 1
meals - 2
mean - 27
meaning - 6
meanly - 1
means - 32
meant - 14
meantime - 9
meanwhile - 36
measure - 3
measured - 1
measures - 2
meat - 42
meatbasket - 1
meats - 16
mediterranean - 2
medon - 12
meet - 11
meeting - 8
meetings - 1
meets - 3
meetulysses - 1
mefor - 1
megapenthes - 10
megara - 1
mei - 2
melampus - 3
melancholy - 4
melaneus - 1
melanthius - 26
melanthiushe - 1
melantho - 3
melodrama - 1
melted - 2
memaking - 1
memnon - 1
memories - 3
memory - 8
men - 325
menacingly - 1
menall - 1
mend - 2
menelaus - 65
menelausfor - 1
menelauss - 2
menial - 1
mens - 6
menservants - 1
mentes - 3
mention - 1
mentioned - 6
mentions - 1
mentor - 21
menwell - 1
meotherwise - 1
merchandise - 2
merchant - 1
merchants - 1
mercury - 29
mercuryhonoured - 1
mercy - 9
mere - 4
merely - 5
merge - 1
merges - 1
merman - 2
mermerus - 1
merriment - 1
merry - 5
mesaulius - 2
meshe - 1
mess - 3
message - 8
messages - 2
messene - 1
messenger - 5
messengers - 1
messenians - 1
messina - 3
messmates - 1
messrs - 4
met - 21
methought - 1
mettle - 3
mid - 4
midday - 1
middle - 26
midocean - 2
midst - 7
midway - 1
mien - 1
might - 119
mightiest - 1
mighty - 18
miles - 3
milk - 8
milked - 8
mill - 2
millerwoman - 1
millerwomen - 1
mimas - 1
mimicked - 1
mind - 84
minded - 11
minds - 14
mine - 13
minerva - 149
minervaand - 1
minervame - 1
minervas - 4
mines - 1
mingled - 1
minor - 2
minos - 5
minstrel - 2
minstrels - 1
minstrelsy - 1
minyan - 1
miraculous - 1
misadventure - 4
misbehaved - 1
mischief - 24
misconduct - 1
misconducted - 3
misconducting - 1
miscreants - 1
miserable - 9
miserably - 2
misery - 5
misfortune - 3
misfortunes - 10
misgave - 1
mishap - 1
misled - 1
misprints - 1
miss - 3
missed - 3
misshapen - 1
missing - 5
mission - 1
missionary - 1
mist - 5
mistake - 3
mistaken - 1
mistress - 16
mistrust - 1
mix - 7
mixed - 17
mixing - 12
mixingbowl - 2
mixingbowls - 5
mixingjugs - 1
moan - 1
mob - 1
mock - 1
mocking - 4
moderate - 1
moderation - 2
modern - 2
modest - 1
moly - 1
moment - 38
moments - 2
monarch - 1
money - 13
moneyan - 1
monster - 10
monsters - 2
monstrous - 3
month - 6
months - 9
moodily - 2
moody - 1
moon - 7
moons - 3
moored - 4
mooring - 1
moorings - 1
more - 164
moreover - 34
mores - 1
morn - 1
morning - 59
morninglay - 1
mornings - 1
mortal - 18
mortals - 8
most - 82
mother - 90
motherbut - 1
mothers - 11
motherthrice - 1
motherto - 1
motion - 1
motioned - 1
motya - 1
mound - 3
mount - 4
mountain - 25
mountains - 10
mourn - 1
mourned - 7
mourning - 2
mouth - 19
mouths - 4
move - 2
moved - 6
moving - 1
movingly - 1
mow - 1
mowing - 1
mr - 7
ms - 2
mt - 12
much - 204
mud - 1
mule - 4
mules - 12
mulius - 1
multitude - 1
multitudes - 1
munch - 1
munching - 1
murder - 7
murdered - 2
murderer - 4
murderess - 1
murdering - 2
muse - 8
muses - 1
museum - 2
music - 4
musically - 1
must - 123
mutilated - 1
muttered - 1
muttering - 1
mutual - 1
muzzled - 1
my - 883
mycene - 3
myrmidons - 3
myself - 87
mysterious - 1
naiad - 1
naiads - 2
naked - 2
nakedness - 1
name - 60
named - 4
namely - 1
names - 4
namewhy - 1
narrow - 8
nation - 5
nations - 4
native - 5
natural - 4
naturally - 3
nature - 3
naturedly - 1
naubolus - 1
naughtiness - 1
nausicaa - 19
nausicaas - 1
nausithous - 5
nauteus - 1
navel - 1
navigating - 1
nay - 2
neaera - 1
near - 80
nearer - 1
nearest - 3
nearing - 2
nearly - 8
neat - 1
necessary - 7
necessity - 2
neck - 18
necklace - 2
necks - 3
necos - 1
nectar - 3
need - 18
needlewomanno - 1
needlework - 6
needs - 4
negative - 1
neglect - 1
neglected - 1
neglecting - 1
neighbor - 1
neighbour - 7
neighbourhood - 3
neighbouring - 2
neighbours - 6
neither - 47
neleus - 12
neoptolemus - 2
neptune - 59
neptunes - 2
nericum - 1
neritum - 5
neritus - 1
nervous - 1
nest - 2
nestor - 38
nestors - 3
nestsowls - 1
net - 1
netted - 1
never - 131
nevertheless - 36
new - 9
newborn - 1
newly - 1
news - 24
next - 13
niggardly - 2
night - 76
nightfall - 1
nightingale - 1
nights - 8
nimble - 1
nimblest - 1
nimbly - 1
nine - 24
ninety - 1
nipple - 1
nisus - 3
no - 385
noble - 33
nobleman - 1
noblest - 1
nobly - 1
nobody - 3
nod - 1
nodded - 3
nodding - 2
nods - 1
noemon - 4
nogood - 1
noise - 11
noised - 1
noiselessly - 1
noisy - 1
noman - 6
nomans - 1
nonappearance - 1
none - 27
nonsense - 1
noon - 1
noone - 1
noose - 2
nooses - 1
nor - 156
normal - 2
north - 16
northern - 1
nose - 2
noses - 1
nosti - 1
nostrils - 5
not - 769
notch - 1
note - 22
notes - 1
nothing - 92
notice - 5
noticeable - 1
noticed - 3
notices - 1
noticing - 1
notion - 3
notorious - 1
notoriously - 1
notwithstanding - 1
now - 303
nowmay - 1
nudged - 1
number - 22
numberless - 2
numbers - 6
nurse - 25
nursed - 4
nurses - 1
nymph - 8
nymphs - 13
o - 20
oak - 6
oaken - 1
oakshoots - 1
oar - 7
oars - 17
oarsmen - 2
oath - 15
oats - 2
obedient - 1
obey - 5
obeyed - 3
object - 2
oblige - 1
obliged - 3
oblong - 1
observe - 5
observed - 2
obstacle - 1
obstacles - 1
obstinate - 1
obtaining - 1
obvious - 1
obviously - 2
occasion - 1
occasionally - 1
occasions - 1
occasionyou - 1
occupies - 2
occupy - 1
occurred - 1
occurs - 1
ocean - 8
oceanus - 15
oceanusfor - 1
october - 1
ocyalus - 1
od - 10
odds - 1
odyssean - 17
odysseus - 5
odyssey - 71
oechalianmen - 1
oedipodes - 1
oenops - 1
of - 3522
off - 197
offence - 4
offended - 3
offending - 1
offends - 1
offer - 20
offered - 21
offering - 10
offerings - 15
offers - 2
offices - 2
offspringand - 1
often - 15
ogre - 1
ogygian - 7
oh - 1
oicleus - 2
oil - 18
ointments - 2
old - 156
older - 9
oldest - 3
olive - 14
olives - 2
olivewood - 1
olympian - 4
olympus - 12
omen - 7
omens - 6
omitted - 2
omitting - 2
on - 919
once - 126
oncefor - 1
one - 559
oneeven - 1
oneis - 1
onenot - 1
oneon - 1
ones - 13
onion - 1
only - 115
onlythat - 1
onward - 5
onwards - 3
onwhich - 1
open - 27
opened - 6
opening - 4
openly - 5
opinion - 5
opposite - 10
oppressed - 2
ops - 2
or - 444
oracle - 1
oracles - 2
orator - 1
orchard - 1
orchomenus - 2
ordain - 1
ordained - 4
order - 8
ordered - 3
ordering - 2
orderly - 3
orders - 11
ordinarily - 1
ordinary - 1
orestes - 11
original - 8
originally - 4
orion - 4
ormenus - 1
ornament - 2
ornaments - 2
orphans - 1
orsi - 1
orsilochus - 1
ortilochus - 3
ortygia - 4
ossa - 2
other - 206
others - 89
otherwise - 6
otus - 1
ought - 18
our - 206
ours - 3
ourselves - 12
oust - 1
out - 361
outbuildings - 1
outcast - 2
outcry - 1
outdoor - 1
outer - 37
outlaw - 1
outlines - 2
outlive - 1
outraged - 1
outrageous - 1
outright - 5
outshine - 1
outside - 32
outward - 1
over - 238
overarching - 2
overboard - 3
overcome - 4
overflow - 2
overflowing - 1
overhanging - 3
overhear - 1
overheard - 3
overhung - 1
overlap - 1
overpowered - 2
overran - 1
overrated - 1
overrun - 2
oversaturation - 1
overshadowed - 1
overtake - 2
overtook - 1
overturned - 1
overwhelmed - 1
owe - 1
owing - 3
own - 284
owna - 1
owned - 1
owner - 2
owners - 1
owns - 1
ox - 8
oxen - 21
oxhide - 3
oxs - 2
oxthong - 1
p - 10
pace - 1
pacified - 1
pacify - 1
pack - 3
packed - 3
packing - 1
padua - 2
paeeon - 1
page - 8
pages - 4
paid - 12
pails - 1
pain - 7
pained - 2
painful - 2
painless - 2
painlessly - 1
pains - 3
pair - 12
palace - 7
pale - 5
palisade - 1
pall - 6
palm - 1
pandareus - 3
pangs - 1
panic - 3
panicstricken - 1
panopeus - 1
pantano - 1
pantellaria - 2
panting - 2
papa - 1
paphos - 1
paragraphs - 1
parents - 15
paris - 2
parnassus - 7
part - 36
partaken - 1
parted - 2
particular - 1
particularly - 11
parties - 1
partly - 2
partner - 1
parts - 7
pass - 13
passage - 23
passages - 7
passed - 20
passenger - 2
passer - 1
passes - 1
passing - 3
passion - 1
past - 15
paste - 1
pasture - 2
pat - 1
patched - 1
path - 4
pathos - 1
paths - 1
patience - 1
patient - 1
patiently - 2
patroclus - 6
patrocluswhich - 1
patron - 1
pattern - 1
paunch - 7
paunches - 1
pause - 1
paused - 1
paved - 2
pavement - 8
paws - 1
pay - 16
paying - 16
peace - 21
peaceful - 1
peacefully - 2
peacefulness - 1
peak - 1
pear - 5
peasants - 1
pedestals - 1
peer - 3
peering - 1
peg - 5
peirithous - 2
pelasgi - 1
peleponnese - 1
peleus - 9
peleusdoes - 1
pelias - 2
pelion - 1
peloponnese - 2
pelt - 1
pendants - 1
penelope - 108
penelopeeuryclea - 1
penelopes - 4
penned - 1
pens - 3
people - 179
peoplebrooding - 1
peopled - 2
peoplegadding - 1
peoples - 11
perceive - 2
perceived - 3
perching - 1
perfect - 2
perfection - 1
perfectly - 7
perfidy - 1
perforce - 1
performed - 3
performing - 1
perfumed - 1
perhaps - 13
periboea - 2
periclymenus - 1
perilous - 1
perimedes - 2
periplus - 1
perish - 10
perished - 18
perjurer - 1
permanently - 1
permit - 4
permitted - 1
pero - 1
perplexing - 1
perse - 1
persecuted - 1
perseus - 2
persist - 6
persistent - 1
person - 31
personal - 3
personfor - 1
persons - 3
persuade - 8
persuaded - 2
persuasive - 1
pester - 2
pestering - 2
pestilence - 1
petition - 1
phaeacian - 10
phaeacians - 55
phaeaciansa - 1
phaedimus - 2
phaedra - 1
phaestus - 2
phaethon - 1
phaethusa - 1
phantom - 3
pharosit - 1
phase - 1
pheae - 1
pheidon - 4
phemius - 10
pherae - 3
pheres - 1
philoctetes - 2
philoetius - 14
philomeleides - 2
phoca - 1
phocaean - 2
phoenicia - 3
phoenician - 4
phoenicians - 3
phorcys - 3
photo - 1
phronius - 2
phrontis - 1
phthia - 1
phylace - 2
phylacus - 1
phylo - 2
physician - 1
pick - 6
picked - 12
picking - 1
picnic - 1
piece - 26
pieces - 24
pierce - 3
pierced - 3
pieria - 1
pig - 5
pigs - 34
pigshead - 1
pigstye - 2
pigstyes - 2
pile - 1
piled - 2
pillaged - 1
pillar - 2
pillars - 2
piloted - 1
pilots - 1
pin - 1
pinch - 1
pine - 2
pins - 1
piraeus - 8
pirates - 3
pirithousglorious - 1
pisander - 3
pisenor - 3
pisistratus - 26
pitcher - 1
piteously - 8
pitiable - 2
pitied - 4
pitiful - 1
pitiless - 2
pits - 3
pity - 13
pitying - 1
place - 96
placeand - 1
placed - 16
places - 30
placing - 1
plague - 2
plagued - 1
plaguing - 1
plain - 20
plainly - 7
plainness - 2
plaintive - 1
plan - 13
planctae - 2
planed - 2
plank - 4
plans - 2
plant - 7
planted - 2
plate - 5
plates - 2
platform - 1
platters - 1
plausible - 3
plausibly - 2
play - 5
played - 3
playing - 5
plead - 1
pleasant - 1
pleasanter - 1
pleasantly - 1
please - 13
pleased - 16
pleases - 4
pleasure - 16
pleasuring - 1
pledged - 1
pledging - 1
pleiads - 1
plemmirio - 1
plenty - 13
plied - 1
plight - 4
plot - 11
plotted - 2
plotting - 7
plough - 5
ploughed - 1
ploughing - 2
plucked - 1
plucks - 1
plumage - 1
plumes - 1
plundered - 2
plunged - 2
plunges - 1
pluperfect - 1
plural - 1
pocket - 1
poem - 17
poems - 2
poet - 2
poetess - 1
poetessfor - 1
poetor - 1
poetry - 2
poets - 1
poias - 1
point - 31
pointed - 5
pointing - 2
points - 6
poise - 1
poised - 1
poison - 2
poisonous - 1
poisons - 1
pole - 1
police - 1
polished - 3
polite - 1
polites - 1
pollution - 1
pollux - 1
polybus - 11
polycaste - 1
polyctor - 3
polydamna - 1
polyneus - 1
polypemon - 1
polypheides - 2
polyphemus - 8
polypus - 1
polytherses - 1
pomegranates - 2
pomp - 2
pondered - 1
pondering - 2
ponteus - 1
pontonous - 5
pool - 2
poor - 60
poorer - 1
poorest - 1
poorly - 1
poplar - 2
poplars - 4
pork - 4
port - 4
portended - 1
portion - 9
portions - 5
poseidon - 2
position - 4
positive - 1
possessed - 2
possession - 3
possessions - 5
possible - 13
possibly - 6
post - 5
posts - 3
pottering - 1
pounced - 1
pounded - 1
pour - 2
poured - 22
pouring - 2
pours - 1
poverty - 1
powder - 1
power - 7
powerful - 5
powerfully - 1
pp - 10
practically - 1
practice - 3
practiced - 1
practised - 1
praise - 2
praises - 1
pramnian - 1
prating - 1
pray - 23
prayed - 23
prayer - 15
prayerfully - 1
prayers - 11
praying - 15
prays - 2
preach - 2
precedence - 1
preceding - 2
precincts - 5
precious - 6
precipice - 2
precipices - 1
precipicesdo - 1
predorian - 1
preface - 6
prefer - 1
preferable - 1
preference - 1
preferred - 1
prefixing - 1
prehistoric - 1
prematurely - 1
premises - 1
preodyssean - 1
preparation - 1
preparations - 1
prepare - 7
prepared - 4
preparing - 2
prescribed - 1
presence - 14
present - 43
presented - 1
presently - 47
presents - 44
press - 8
pressed - 6
presses - 1
pressing - 1
pressure - 1
presumably - 2
presume - 4
presumption - 1
pretence - 2
pretending - 1
pretext - 4
pretty - 7
prevail - 3
prevailed - 2
prevaricate - 2
prevent - 9
prevented - 5
preventing - 2
prey - 4
prezioso - 1
priam - 6
priams - 2
price - 2
priceless - 1
pricked - 1
pride - 5
priest - 4
prime - 4
prince - 1
princely - 1
princes - 1
principal - 4
principles - 2
print - 2
printed - 1
prison - 2
prisoner - 5
prisoners - 1
private - 3
privateering - 1
privately - 1
prize - 8
prizes - 7
probability - 2
probably - 18
problem - 1
proceed - 3
proceeded - 1
proclaim - 1
proclaimed - 1
procris - 1
prodigies - 1
prodigious - 4
produced - 2
producing - 1
professed - 1
professore - 1
profound - 1
project - 3
projecting - 1
prominent - 1
prominently - 1
promise - 5
promised - 7
promising - 1
promontory - 2
prompt - 1
prompted - 2
promptly - 1
pronged - 1
proof - 4
proofs - 5
proper - 9
properly - 1
property - 28
propertyand - 1
prophecies - 1
prophecy - 7
prophecyings - 2
prophesied - 2
prophesy - 1
prophesying - 2
prophet - 9
propitiate - 2
propitiation - 1
propitious - 1
propose - 3
proposed - 1
proposing - 1
propped - 2
propriety - 4
proreus - 1
prose - 5
proserpine - 10
proserpines - 1
prosper - 5
prospered - 1
prosperity - 2
protect - 7
protected - 4
protection - 7
protector - 3
protects - 1
proteus - 3
proud - 6
prove - 8
proved - 3
proves - 3
provide - 5
provided - 2
providence - 1
proving - 1
provision - 1
provisioned - 1
provisions - 8
provoke - 1
provoking - 1
prow - 1
prowess - 7
prowling - 1
prowls - 1
prudent - 1
prymneus - 1
psyra - 1
public - 19
publication - 1
publish - 2
published - 2
pull - 1
pulled - 3
pulley - 1
pulling - 2
punish - 4
punished - 3
punishes - 2
punishment - 1
puppies - 2
purchased - 1
pure - 7
purely - 1
purified - 1
purify - 2
purple - 6
purplevery - 1
purpose - 8
purposely - 1
purposes - 1
purse - 1
pursued - 1
pursuit - 1
push - 1
put - 126
puts - 1
putting - 9
puzzle - 1
puzzled - 5
puzzles - 2
puzzling - 1
pylian - 2
pylians - 1
pylos - 47
pyre - 2
pyriphlegethon - 1
pythian - 1
pytho - 2
quailed - 2
quaked - 3
quaking - 1
quality - 3
quantities - 2
quantity - 8
quarrel - 9
quarreled - 1
quarrelled - 1
quarrelling - 1
quarrelthe - 1
quarter - 9
quarterogres - 1
quarters - 1
queen - 26
quells - 1
quench - 1
quest - 4
question - 22
questioned - 1
questioning - 1
questions - 18
questionwhat - 1
quick - 9
quickened - 1
quicker - 2
quicklet - 1
quickly - 7
quiet - 8
quietly - 6
quit - 7
quite - 47
quiver - 6
quivered - 1
quiverhe - 1
quotations - 1
quoted - 1
r - 1
race - 12
racecourses - 1
races - 3
radiance - 1
raft - 22
rafter - 2
rafters - 5
rag - 1
rage - 9
raged - 2
ragged - 1
raging - 3
rags - 16
raid - 3
raiding - 1
rail - 1
raiment - 9
rain - 7
raise - 5
raised - 36
raising - 4
raisins - 1
ram - 9
ramping - 1
rams - 3
ran - 18
rang - 3
range - 1
ranged - 4
rangers - 1
ranges - 1
rank - 2
rankle - 1
ranks - 1
ransom - 1
rapid - 1
rapidly - 1
rapids - 1
rapt - 1
rare - 4
rarest - 1
rascal - 1
rascality - 1
rascally - 1
rate - 13
rather - 26
rattling - 1
ravaged - 3
ravages - 1
raven - 1
ravenously - 2
ravens - 2
raving - 1
raw - 5
rays - 4
reach - 35
reached - 67
reaches - 6
reaching - 5
read - 3
readable - 1
reader - 15
readers - 5
readgreek - 1
readily - 3
readiness - 1
reading - 3
reads - 3
ready - 36
real - 6
realise - 3
reality - 3
really - 18
reap - 1
rear - 2
rearrangements - 1
reason - 12
reasonable - 10
reasonably - 7
reasons - 2
rebuked - 6
rebukes - 1
recall - 3
recalling - 1
receive - 3
received - 13
receiving - 2
recent - 2
recently - 1
reception - 1
recklessly - 1
recklessness - 2
reckon - 2
reckoning - 4
reclaimed - 1
recline - 1
reclined - 1
reclining - 1
recognise - 5
recognised - 6
recognises - 2
recognising - 2
recollect - 1
recollection - 1
recommend - 1
recommended - 1
reconnoitre - 4
recorded - 1
recoup - 1
recover - 3
red - 5
reddened - 1
redoubtable - 6
redound - 1
reduce - 1
reduced - 2
reduction - 1
redundant - 1
reechoed - 1
reeds - 1
reek - 1
reeking - 1
reeled - 2
refer - 2
reference - 2
references - 5
referred - 4
referring - 2
refers - 1
refitting - 1
reflected - 1
refrain - 3
refreshed - 2
refreshment - 1
refuge - 1
refuse - 6
refusing - 1
regained - 1
regard - 4
regardeth - 1
regards - 18
region - 2
reign - 4
reigned - 5
reigning - 2
reigns - 1
reins - 2
rejects - 1
rejoice - 6
rejoiced - 7
rejoicing - 6
rejoinder - 4
rejoined - 1
rekindle - 1
relate - 1
relation - 1
relations - 1
relief - 2
relieved - 3
religious - 1
rely - 1
remain - 11
remained - 8
remaining - 1
remains - 4
remark - 1
remarkable - 3
remarks - 3
remedy - 2
remember - 17
remembered - 5
remind - 2
reminded - 1
reminding - 1
reminds - 2
remote - 1
remove - 2
removed - 2
removing - 3
render - 1
rendered - 1
renown - 5
renowned - 2
rent - 2
repaid - 1
repair - 1
repay - 1
repeat - 2
repeated - 1
repeatedly - 1
repeating - 1
replenishing - 1
replied - 46
reply - 2
reports - 1
repose - 1
reprimand - 1
reprinted - 1
reprints - 1
reproach - 2
reputations - 1
require - 2
required - 1
requite - 2
requited - 1
resemble - 2
resembling - 1
resentment - 1
reserve - 2
resins - 1
resist - 1
resistance - 1
resolved - 5
resounded - 2
resounds - 2
resource - 1
respect - 15
respectable - 6
respected - 9
respectively - 2
respite - 1
rest - 51
rested - 2
resting - 1
restoration - 1
restored - 1
restrain - 3
restrained - 1
restraining - 1
rests - 4
resume - 1
resumed - 1
resuming - 1
retired - 2
return - 93
returned - 19
returning - 8
returns - 3
revealed - 1
reveals - 2
revellers - 1
revenge - 18
revenged - 1
revengeif - 1
reverberating - 1
reverence - 1
reviled - 3
revised - 1
rhadamanthus - 2
rheithron - 1
rhexenor - 2
ribald - 1
ribs - 1
rich - 20
riches - 2
richest - 2
richly - 4
riconoscente - 1
rid - 1
ride - 2
rides - 1
ridiculous - 1
rigging - 1
right - 64
righteous - 1
righteously - 2
righteousness - 1
rightly - 2
rigorously - 1
rills - 1
rim - 2
rime - 1
ring - 2
ringing - 1
ringleaders - 2
riot - 1
ripens - 2
ripped - 2
ripping - 1
ripple - 1
rise - 8
risen - 3
rises - 2
rising - 8
risked - 1
rites - 8
river - 28
riverhood - 1
rivers - 4
rivets - 1
road - 13
roar - 2
roared - 1
roaring - 3
roast - 4
roasted - 5
roasting - 1
rob - 3
robbed - 6
robber - 1
robbers - 2
robbing - 1
robe - 3
robertson - 3
robes - 2
rock - 33
rocks - 27
rocky - 3
rode - 2
roll - 2
rolled - 2
rolling - 2
roman - 1
romans - 1
roof - 12
roofbeams - 1
room - 75
rooms - 1
root - 5
rooted - 1
roots - 3
rope - 3
ropes - 5
rose - 21
rosyfingered - 21
rot - 1
rotting - 2
rough - 6
roughing - 1
roughly - 5
round - 144
roundly - 1
roundor - 1
rouse - 1
roused - 5
route - 2
rovers - 2
roving - 1
row - 11
rowed - 2
rowers - 1
rowing - 6
rows - 2
royal - 1
rubbed - 1
rubbing - 1
ruccazz - 2
rudder - 7
rudders - 1
rude - 4
rue - 3
rug - 3
rugged - 4
rugs - 7
ruin - 8
ruined - 4
ruing - 1
rule - 10
ruled - 5
ruler - 3
rulers - 2
rumour - 2
rumours - 1
run - 23
runner - 1
runners - 2
running - 15
runs - 7
rush - 2
rushed - 6
rushes - 3
rushing - 2
ruthlessly - 1
s - 5
sack - 4
sacked - 14
sackfor - 1
sacking - 2
sacred - 5
sacrifice - 26
sacrificed - 7
sacrifices - 6
sacrificial - 2
sacrificing - 6
sad - 12
sadder - 1
sadly - 4
safe - 19
safeguard - 1
safely - 18
safer - 1
safest - 1
safety - 2
said - 483
sail - 38
sailed - 24
sailing - 8
sailor - 1
sailors - 11
sails - 20
sake - 6
salinasas - 1
salinasthe - 1
sallied - 2
salmoneus - 1
salone - 1
salt - 13
salutations - 1
salute - 3
saluted - 1
salutes - 1
saluting - 2
same - 62
samewarriors - 1
samos - 4
sanction - 1
sand - 4
sandal - 1
sandals - 14
sands - 4
sang - 10
sank - 4
sarcasticmeaning - 1
sardinia - 1
sardinian - 1
sat - 60
sate - 1
satisfaction - 6
satisfactory - 1
satisfied - 8
saturation - 2
saturn - 8
savage - 10
savages - 3
save - 22
saved - 11
savour - 1
savoury - 1
saw - 129
sawn - 2
say - 114
sayand - 4
saying - 84
says - 14
scabbard - 1
scalded - 1
scale - 1
scampered - 2
scan - 1
scandal - 2
scandalised - 1
scandalous - 1
scanned - 1
scanning - 1
scar - 10
scared - 3
scarf - 1
scarred - 1
scene - 3
scenes - 2
scent - 1
sceptre - 3
sceptrebearing - 1
scheme - 9
schemed - 2
schemer - 1
schemes - 1
scheming - 2
scheria - 9
scholars - 1
scholasticised - 1
school - 1
science - 1
scion - 1
scold - 3
scolded - 6
scolding - 2
score - 1
scott - 3
scoundrel - 1
scoundrels - 2
scout - 1
scouts - 3
scowled - 3
scowling - 1
scraps - 1
scream - 2
screamed - 2
screaming - 2
screams - 1
scrolls - 1
scrubbed - 1
scruple - 1
scrupulous - 1
scylla - 21
scyllas - 1
scyros - 1
scythe - 1
sea - 193
seacrows - 1
seafaring - 3
seagirt - 3
seagod - 1
seagull - 2
seagulls - 3
seahorses - 1
seaking - 1
seal - 3
seals - 10
sealshalosydnes - 1
seameaning - 1
seanymphs - 1
seaone - 1
search - 3
searched - 1
searching - 3
seas - 10
seashore - 1
seaside - 1
season - 5
seasoned - 2
seasons - 2
seat - 59
seatearing - 1
seated - 6
seats - 24
seaward - 1
seawater - 1
second - 16
secondrate - 1
secret - 5
secretly - 2
secure - 2
secured - 1
securely - 5
securing - 1
security - 1
seduced - 3
see - 258
seeand - 1
seeing - 25
seek - 2
seem - 23
seemed - 10
seems - 19
seen - 49
seentheseus - 1
seer - 6
sees - 7
seethed - 3
seize - 2
seized - 8
seizing - 3
seldom - 2
selected - 1
self - 4
sell - 5
selling - 1
selves - 1
semblance - 1
send - 61
sending - 10
sends - 4
senior - 1
sense - 13
senses - 6
sensibility - 2
sensible - 6
sent - 81
sentences - 1
separate - 2
separately - 2
series - 1
serious - 7
seriously - 2
servant - 49
servants - 64
serve - 5
served - 9
service - 8
services - 1
serving - 1
set - 159
sets - 1
setting - 10
settle - 7
settled - 7
seven - 10
seventh - 4
sever - 1
several - 5
severally - 1
severe - 2
sex - 1
shabby - 5
shade - 1
shadiest - 1
shadowgiving - 1
shadows - 1
shadowy - 1
shady - 3
shaft - 2
shafts - 2
shaggy - 1
shake - 1
shall - 215
shallow - 2
shambles - 1
shame - 6
shamefaced - 3
shameful - 1
shameless - 3
shape - 3
shaped - 1
share - 10
shares - 1
sharing - 1
sharp - 6
sharpened - 4
sharper - 1
sharply - 1
shave - 1
she - 630
sheathe - 1
sheathed - 1
shed - 18
sheds - 3
sheep - 65
sheepeven - 1
sheepskin - 1
sheepskins - 3
sheepstealing - 2
sheer - 10
sheet - 2
sheets - 3
shegoats - 1
shelter - 8
sheltered - 3
shelving - 2
shepherd - 4
shepherded - 1
shepherding - 4
shepherds - 4
shew - 1
shewed - 4
shield - 11
shields - 8
shift - 5
shifted - 2
shifty - 2
shine - 1
shingle - 1
shining - 1
ship - 219
shipa - 1
shipboard - 1
shipnot - 1
ships - 89
shipwhich - 1
shipwreck - 2
shipwright - 1
shipwrights - 1
shirking - 1
shirt - 34
shirtprobably - 1
shirts - 9
shiver - 1
shoals - 1
shocked - 3
shockingly - 1
shod - 1
shoes - 1
shoo - 2
shook - 3
shoot - 14
shooting - 6
shoots - 2
shore - 41
shores - 1
short - 11
shorten - 1
shorter - 1
shortly - 4
shot - 1
should - 236
shoulder - 12
shoulderblade - 1
shouldernotes - 1
shoulders - 26
shouldto - 1
shout - 2
shouted - 11
shouting - 3
shovel - 2
shovelled - 1
shovels - 1
show - 40
showed - 9
showing - 4
shown - 10
shows - 5
shrewd - 2
shrift - 3
shroud - 2
shudder - 1
shuddered - 1
shuddering - 1
shun - 2
shunning - 1
shut - 9
shuttle - 1
shuttlecock - 1
shuttles - 1
shy - 2
sican - 2
sicania - 1
sicel - 3
sicels - 2
sicians - 1
sicilian - 2
sicily - 13
sick - 5
sickening - 1
sickness - 3
side - 90
sideas - 1
sided - 1
sides - 3
sideways - 1
sidewind - 1
siding - 1
sidon - 1
sidonia - 1
sidonians - 3
sigh - 2
sighing - 2
sighs - 2
sight - 20
sights - 1
sign - 14
significance - 1
signor - 1
signs - 6
silence - 9
silent - 1
silently - 1
silly - 3
silver - 33
silverfooted - 1
silverstudded - 1
simile - 1
simple - 1
simpleminded - 1
simpleton - 1
simpletons - 1
simply - 3
simultaneously - 1
sin - 2
since - 28
sinews - 1
sing - 23
singed - 2
singeing - 1
singing - 20
single - 21
singlehanded - 3
singlehandedi - 1
singleness - 1
sings - 2
singular - 3
singularly - 3
sink - 2
sinks - 1
sinned - 1
sintians - 1
sir - 42
sire - 1
sirens - 13
sirs - 2
sister - 4
sisters - 1
sisyphus - 1
sit - 43
site - 4
sits - 5
sitting - 28
situation - 3
six - 15
sixteen - 1
sixth - 1
sixty - 2
size - 4
skewer - 2
skewers - 1
skilful - 2
skilfully - 3
skill - 8
skilled - 8
skimmed - 1
skin - 15
skina - 1
skinned - 2
skins - 3
skull - 1
